Przypadek;Rozmiar;Wype³nienie;Funkcja;Strategia;CzasInsert[ms];AvgInsertProbes;CzasRemove[ms];AvgRemoveProbes;;;;;;;;;
Optymistyczny;30000;90;Multiplicative;TwoChoice;0.585;0.416;0.829;1.258;;;;;;;;;
Optymistyczny;30000;90;XOR+Shift;Linear;6.910;110.878;6.117;110.878;;;;;;;;;
Optymistyczny;30000;90;XOR+Shift;Quadratic;1.611;8.920;1.438;8.920;;;;;;;;;
Optymistyczny;30000;90;XOR+Shift;RobinHood;37.409;110.878;7.998;110.878;;;;;;;;;
Optymistyczny;30000;90;XOR+Shift;SeparateChain;2.106;0.420;1.677;1.420;;;;;;;;;
Optymistyczny;30000;90;XOR+Shift;TwoChoice;6.517;109.878;1.377;17.960;;;;;;;;;
Optymistyczny;30000;90;Universal;Linear;0.619;2.602;0.736;2.602;;;;;;;;;
Optymistyczny;30000;90;Universal;Quadratic;0.541;1.579;0.518;1.579;;;;;;;;;
Optymistyczny;30000;90;Universal;RobinHood;1.447;2.602;0.846;2.602;;;;;;;;;
Optymistyczny;30000;90;Universal;SeparateChain;2.120;0.086;1.763;1.086;;;;;;;;;
Optymistyczny;30000;90;Universal;TwoChoice;0.757;1.569;0.648;1.176;;;;;;;;;
Optymistyczny;30000;99;Modular;Linear;25.679;495.500;20.207;495.500;;;;;;;;;
Optymistyczny;30000;99;Modular;Quadratic;1795.869;25197.958;2423.223;25197.958;;;;;;;;;
Optymistyczny;30000;99;Modular;RobinHood;199.475;495.500;24.264;495.500;;;;;;;;;
Optymistyczny;30000;99;Modular;SeparateChain;101.768;494.500;89.873;495.500;;;;;;;;;
Optymistyczny;30000;99;Modular;TwoChoice;22.113;255.133;0.782;2.710;;;;;;;;;
Optymistyczny;30000;99;Multiplicative;Linear;0.744;2.074;0.800;2.074;;;;;;;;;
Optymistyczny;30000;99;Multiplicative;Quadratic;0.852;3.900;0.785;3.900;;;;;;;;;
Optymistyczny;30000;99;Multiplicative;RobinHood;1.297;2.074;0.645;2.074;;;;;;;;;
Optymistyczny;30000;99;Multiplicative;SeparateChain;2.193;0.179;1.181;1.179;;;;;;;;;
Optymistyczny;30000;99;Multiplicative;TwoChoice;1.124;2.688;0.773;1.364;;;;;;;;;
Optymistyczny;30000;99;XOR+Shift;Linear;10.982;134.442;9.801;134.442;;;;;;;;;
Optymistyczny;30000;99;XOR+Shift;Quadratic;2.020;10.842;1.781;10.842;;;;;;;;;
Optymistyczny;30000;99;XOR+Shift;RobinHood;69.013;134.442;21.560;134.442;;;;;;;;;
Optymistyczny;30000;99;XOR+Shift;SeparateChain;2.145;0.441;1.828;1.441;;;;;;;;;
Optymistyczny;30000;99;XOR+Shift;TwoChoice;14.789;133.442;2.124;18.749;;;;;;;;;
Optymistyczny;30000;99;Universal;Linear;0.783;3.233;0.727;3.233;;;;;;;;;
Optymistyczny;30000;99;Universal;Quadratic;0.808;3.454;0.757;3.454;;;;;;;;;
Optymistyczny;30000;99;Universal;RobinHood;1.908;3.233;1.075;3.233;;;;;;;;;
Optymistyczny;30000;99;Universal;SeparateChain;2.868;0.098;2.343;1.098;;;;;;;;;
Optymistyczny;30000;99;Universal;TwoChoice;1.072;4.035;0.721;1.226;;;;;;;;;
Optymistyczny;40000;25;Modular;Linear;4.150;125.500;3.282;125.500;;;;;;;;;
Optymistyczny;40000;25;Modular;Quadratic;750.380;14623.912;571.161;14623.912;;;;;;;;;
Optymistyczny;40000;25;Modular;RobinHood;16.985;125.500;3.241;125.500;;;;;;;;;
Optymistyczny;40000;25;Modular;SeparateChain;10.072;124.500;10.292;125.500;;;;;;;;;
Optymistyczny;40000;25;Modular;TwoChoice;1.465;42.120;0.209;2.551;;;;;;;;;
Optymistyczny;40000;25;Multiplicative;Linear;0.293;1.000;0.151;1.000;;;;;;;;;
Optymistyczny;40000;25;Multiplicative;Quadratic;0.162;1.000;0.153;1.000;;;;;;;;;
Optymistyczny;40000;25;Multiplicative;RobinHood;0.338;1.000;0.150;1.000;;;;;;;;;
Optymistyczny;40000;25;Multiplicative;SeparateChain;1.210;0.000;0.782;1.000;;;;;;;;;
Optymistyczny;40000;25;Multiplicative;TwoChoice;0.175;0.000;0.199;1.000;;;;;;;;;
Optymistyczny;40000;25;XOR+Shift;Linear;0.717;17.917;0.618;17.917;;;;;;;;;
Optymistyczny;40000;25;XOR+Shift;Quadratic;0.326;3.888;0.322;3.888;;;;;;;;;
Optymistyczny;40000;25;XOR+Shift;RobinHood;2.842;17.917;0.783;17.917;;;;;;;;;
Optymistyczny;40000;25;XOR+Shift;SeparateChain;1.189;0.194;0.835;1.194;;;;;;;;;
Optymistyczny;40000;25;XOR+Shift;TwoChoice;0.762;16.917;0.402;7.164;;;;;;;;;
Optymistyczny;40000;25;Universal;Linear;0.177;1.000;0.158;1.000;;;;;;;;;
Optymistyczny;40000;25;Universal;Quadratic;0.167;1.000;0.160;1.000;;;;;;;;;
Optymistyczny;40000;25;Universal;RobinHood;0.279;1.000;0.175;1.000;;;;;;;;;
Optymistyczny;40000;25;Universal;SeparateChain;1.025;0.000;1.159;1.000;;;;;;;;;
Optymistyczny;40000;25;Universal;TwoChoice;0.183;0.000;0.202;1.000;;;;;;;;;
Optymistyczny;40000;50;Modular;Linear;17.007;250.500;9.888;250.500;;;;;;;;;
Optymistyczny;40000;50;Modular;Quadratic;2286.521;27311.956;1514.645;27311.956;;;;;;;;;
Optymistyczny;40000;50;Modular;RobinHood;69.831;250.500;12.761;250.500;;;;;;;;;
Optymistyczny;40000;50;Modular;SeparateChain;33.656;249.500;34.516;250.500;;;;;;;;;
Optymistyczny;40000;50;Modular;TwoChoice;5.669;93.716;0.442;2.584;;;;;;;;;
Optymistyczny;40000;50;Multiplicative;Linear;0.593;1.000;0.619;1.000;;;;;;;;;
Optymistyczny;40000;50;Multiplicative;Quadratic;0.610;1.000;0.565;1.000;;;;;;;;;
Optymistyczny;40000;50;Multiplicative;RobinHood;0.725;1.000;0.306;1.000;;;;;;;;;
Optymistyczny;40000;50;Multiplicative;SeparateChain;1.990;0.000;1.686;1.000;;;;;;;;;
Optymistyczny;40000;50;Multiplicative;TwoChoice;0.349;0.000;0.543;1.000;;;;;;;;;
Optymistyczny;40000;50;XOR+Shift;Linear;2.222;29.278;2.164;29.278;;;;;;;;;
Optymistyczny;40000;50;XOR+Shift;Quadratic;0.741;4.355;0.721;4.355;;;;;;;;;
Optymistyczny;40000;50;XOR+Shift;RobinHood;9.376;29.278;2.848;29.278;;;;;;;;;
Optymistyczny;40000;50;XOR+Shift;SeparateChain;1.238;0.251;0.693;1.251;;;;;;;;;
Optymistyczny;40000;50;XOR+Shift;TwoChoice;2.298;28.278;0.853;6.780;;;;;;;;;
Optymistyczny;40000;50;Universal;Linear;0.363;1.000;0.338;1.000;;;;;;;;;
Optymistyczny;40000;50;Universal;Quadratic;0.510;1.000;0.332;1.000;;;;;;;;;
Optymistyczny;40000;50;Universal;RobinHood;1.018;1.000;0.554;1.000;;;;;;;;;
Optymistyczny;40000;50;Universal;SeparateChain;2.119;0.000;1.506;1.000;;;;;;;;;
Optymistyczny;40000;50;Universal;TwoChoice;0.375;0.000;0.405;1.000;;;;;;;;;
Optymistyczny;40000;75;Modular;Linear;20.526;375.500;27.984;375.500;;;;;;;;;
Optymistyczny;40000;75;Modular;Quadratic;4610.482;31541.304;3582.551;31541.304;;;;;;;;;
Optymistyczny;40000;75;Modular;RobinHood;154.721;375.500;24.071;375.500;;;;;;;;;
Optymistyczny;40000;75;Modular;SeparateChain;76.100;374.500;72.436;375.500;;;;;;;;;
Optymistyczny;40000;75;Modular;TwoChoice;12.858;146.942;0.669;2.602;;;;;;;;;
Optymistyczny;40000;75;Multiplicative;Linear;0.747;1.143;0.524;1.143;;;;;;;;;
Optymistyczny;40000;75;Multiplicative;Quadratic;0.516;1.143;0.510;1.143;;;;;;;;;
Optymistyczny;40000;75;Multiplicative;RobinHood;1.107;1.143;0.499;1.143;;;;;;;;;
Optymistyczny;40000;75;Multiplicative;SeparateChain;2.795;0.143;2.355;1.143;;;;;;;;;
Optymistyczny;40000;75;Multiplicative;TwoChoice;0.729;0.153;0.767;1.250;;;;;;;;;
Optymistyczny;40000;75;XOR+Shift;Linear;5.091;47.382;2.991;47.382;;;;;;;;;
Optymistyczny;40000;75;XOR+Shift;Quadratic;1.267;5.207;1.180;5.207;;;;;;;;;
Optymistyczny;40000;75;XOR+Shift;RobinHood;23.453;47.382;6.812;47.382;;;;;;;;;
Optymistyczny;40000;75;XOR+Shift;SeparateChain;2.192;0.278;1.522;1.278;;;;;;;;;
Optymistyczny;40000;75;XOR+Shift;TwoChoice;7.029;46.382;1.471;6.181;;;;;;;;;
Optymistyczny;40000;75;Universal;Linear;0.497;1.000;0.468;1.000;;;;;;;;;
Optymistyczny;40000;75;Universal;Quadratic;1.188;1.000;1.036;1.000;;;;;;;;;
Optymistyczny;40000;75;Universal;RobinHood;1.575;1.000;0.760;1.000;;;;;;;;;
Optymistyczny;40000;75;Universal;SeparateChain;4.568;0.000;2.285;1.000;;;;;;;;;
Optymistyczny;40000;75;Universal;TwoChoice;0.558;0.000;0.611;1.000;;;;;;;;;
Optymistyczny;40000;90;Modular;Linear;53.154;450.500;40.270;450.500;;;;;;;;;
Optymistyczny;40000;90;Modular;Quadratic;5665.536;32951.087;4415.711;32951.087;;;;;;;;;
Optymistyczny;40000;90;Modular;RobinHood;141.421;450.500;23.089;450.500;;;;;;;;;
Optymistyczny;40000;90;Modular;SeparateChain;83.671;449.500;76.345;450.500;;;;;;;;;
Optymistyczny;40000;90;Modular;TwoChoice;13.072;202.478;0.532;2.646;;;;;;;;;
Optymistyczny;40000;90;Multiplicative;Linear;0.809;1.198;0.639;1.198;;;;;;;;;
Optymistyczny;40000;90;Multiplicative;Quadratic;0.412;1.198;0.398;1.198;;;;;;;;;
Optymistyczny;40000;90;Multiplicative;RobinHood;0.571;1.198;0.391;1.198;;;;;;;;;
Optymistyczny;40000;90;Multiplicative;SeparateChain;3.419;0.198;1.697;1.198;;;;;;;;;
Optymistyczny;40000;90;Multiplicative;TwoChoice;0.870;0.616;0.890;1.385;;;;;;;;;
Optymistyczny;40000;90;XOR+Shift;Linear;4.930;59.023;3.927;59.023;;;;;;;;;
Optymistyczny;40000;90;XOR+Shift;Quadratic;1.681;5.850;1.364;5.850;;;;;;;;;
Optymistyczny;40000;90;XOR+Shift;RobinHood;27.454;59.023;5.500;59.023;;;;;;;;;
Optymistyczny;40000;90;XOR+Shift;SeparateChain;2.068;0.329;1.246;1.329;;;;;;;;;
Optymistyczny;40000;90;XOR+Shift;TwoChoice;7.338;58.023;0.974;6.105;;;;;;;;;
Optymistyczny;40000;90;Universal;Linear;0.694;1.188;0.611;1.188;;;;;;;;;
Optymistyczny;40000;90;Universal;Quadratic;0.608;1.034;0.574;1.034;;;;;;;;;
Optymistyczny;40000;90;Universal;RobinHood;1.117;1.188;0.639;1.188;;;;;;;;;
Optymistyczny;40000;90;Universal;SeparateChain;3.205;0.003;1.834;1.003;;;;;;;;;
Optymistyczny;40000;90;Universal;TwoChoice;0.733;0.176;0.781;1.006;;;;;;;;;
Optymistyczny;40000;99;Modular;Linear;33.670;495.500;27.835;495.500;;;;;;;;;
Optymistyczny;40000;99;Modular;Quadratic;3375.818;33591.897;4928.710;33591.897;;;;;;;;;
Optymistyczny;40000;99;Modular;RobinHood;259.158;495.500;47.349;495.500;;;;;;;;;
Optymistyczny;40000;99;Modular;SeparateChain;135.161;494.500;133.580;495.500;;;;;;;;;
Optymistyczny;40000;99;Modular;TwoChoice;34.683;259.983;0.881;2.678;;;;;;;;;
Optymistyczny;40000;99;Multiplicative;Linear;1.109;1.789;0.772;1.789;;;;;;;;;
Optymistyczny;40000;99;Multiplicative;Quadratic;1.007;2.190;1.500;2.190;;;;;;;;;
Optymistyczny;40000;99;Multiplicative;RobinHood;2.432;1.789;0.909;1.789;;;;;;;;;
Optymistyczny;40000;99;Multiplicative;SeparateChain;4.002;0.223;3.237;1.223;;;;;;;;;
Optymistyczny;40000;99;Multiplicative;TwoChoice;2.773;13.910;1.070;1.498;;;;;;;;;
Optymistyczny;40000;99;XOR+Shift;Linear;10.662;76.069;7.893;76.069;;;;;;;;;
Optymistyczny;40000;99;XOR+Shift;Quadratic;2.033;7.407;1.871;7.407;;;;;;;;;
Optymistyczny;40000;99;XOR+Shift;RobinHood;53.304;76.069;14.506;76.069;;;;;;;;;
Optymistyczny;40000;99;XOR+Shift;SeparateChain;2.955;0.358;2.515;1.358;;;;;;;;;
Optymistyczny;40000;99;XOR+Shift;TwoChoice;6.426;75.069;1.119;6.119;;;;;;;;;
Optymistyczny;40000;99;Universal;Linear;1.699;6.572;1.562;6.572;;;;;;;;;
Optymistyczny;40000;99;Universal;Quadratic;1.078;3.516;1.003;3.516;;;;;;;;;
Optymistyczny;40000;99;Universal;RobinHood;4.792;6.572;1.810;6.572;;;;;;;;;
Optymistyczny;40000;99;Universal;SeparateChain;4.643;0.083;3.316;1.083;;;;;;;;;
Optymistyczny;40000;99;Universal;TwoChoice;1.548;5.709;0.833;1.168;;;;;;;;;
Optymistyczny;50000;25;Modular;Linear;5.448;125.500;3.979;125.500;;;;;;;;;
Optymistyczny;50000;25;Modular;Quadratic;1167.600;18263.912;883.296;18263.912;;;;;;;;;
Optymistyczny;50000;25;Modular;RobinHood;20.971;125.500;3.943;125.500;;;;;;;;;
Optymistyczny;50000;25;Modular;SeparateChain;11.595;124.500;9.051;125.500;;;;;;;;;
Optymistyczny;50000;25;Modular;TwoChoice;0.773;14.025;0.263;2.264;;;;;;;;;
Optymistyczny;50000;25;Multiplicative;Linear;0.199;1.000;0.187;1.000;;;;;;;;;
Optymistyczny;50000;25;Multiplicative;Quadratic;0.202;1.000;0.190;1.000;;;;;;;;;
Optymistyczny;50000;25;Multiplicative;RobinHood;0.265;1.000;0.187;1.000;;;;;;;;;
Optymistyczny;50000;25;Multiplicative;SeparateChain;1.192;0.000;0.916;1.000;;;;;;;;;
Optymistyczny;50000;25;Multiplicative;TwoChoice;0.219;0.000;0.319;1.000;;;;;;;;;
Optymistyczny;50000;25;XOR+Shift;Linear;0.296;3.614;0.284;3.614;;;;;;;;;
Optymistyczny;50000;25;XOR+Shift;Quadratic;0.245;1.744;0.250;1.744;;;;;;;;;
Optymistyczny;50000;25;XOR+Shift;RobinHood;0.765;3.614;0.442;3.614;;;;;;;;;
Optymistyczny;50000;25;XOR+Shift;SeparateChain;0.733;0.125;0.561;1.125;;;;;;;;;
Optymistyczny;50000;25;XOR+Shift;TwoChoice;0.344;2.614;0.268;1.650;;;;;;;;;
Optymistyczny;50000;25;Universal;Linear;0.257;1.481;0.239;1.481;;;;;;;;;
Optymistyczny;50000;25;Universal;Quadratic;0.229;1.481;0.222;1.481;;;;;;;;;
Optymistyczny;50000;25;Universal;RobinHood;0.430;1.481;0.220;1.481;;;;;;;;;
Optymistyczny;50000;25;Universal;SeparateChain;1.253;0.481;0.848;1.481;;;;;;;;;
Optymistyczny;50000;25;Universal;TwoChoice;0.319;0.081;0.336;1.501;;;;;;;;;
Optymistyczny;50000;50;Modular;Linear;22.440;250.500;15.613;250.500;;;;;;;;;
Optymistyczny;50000;50;Modular;Quadratic;4087.578;34131.956;2619.864;34131.956;;;;;;;;;
Optymistyczny;50000;50;Modular;RobinHood;75.829;250.500;12.870;250.500;;;;;;;;;
Optymistyczny;50000;50;Modular;SeparateChain;45.402;249.500;34.940;250.500;;;;;;;;;
Optymistyczny;50000;50;Modular;TwoChoice;1.355;29.220;0.649;2.257;;;;;;;;;
Optymistyczny;50000;50;Multiplicative;Linear;0.644;1.060;0.391;1.060;;;;;;;;;
Optymistyczny;50000;50;Multiplicative;Quadratic;0.423;1.060;0.397;1.060;;;;;;;;;
Optymistyczny;50000;50;Multiplicative;RobinHood;0.582;1.060;0.391;1.060;;;;;;;;;
Optymistyczny;50000;50;Multiplicative;SeparateChain;2.370;0.060;1.939;1.060;;;;;;;;;
Optymistyczny;50000;50;Multiplicative;TwoChoice;0.502;0.029;0.431;1.090;;;;;;;;;
Optymistyczny;50000;50;XOR+Shift;Linear;0.811;6.030;0.778;6.030;;;;;;;;;
Optymistyczny;50000;50;XOR+Shift;Quadratic;0.546;1.943;0.551;1.943;;;;;;;;;
Optymistyczny;50000;50;XOR+Shift;RobinHood;2.587;6.030;1.323;6.030;;;;;;;;;
Optymistyczny;50000;50;XOR+Shift;SeparateChain;2.456;0.140;1.594;1.140;;;;;;;;;
Optymistyczny;50000;50;XOR+Shift;TwoChoice;0.636;5.030;0.346;1.611;;;;;;;;;
Optymistyczny;50000;50;Universal;Linear;0.504;1.924;0.484;1.924;;;;;;;;;
Optymistyczny;50000;50;Universal;Quadratic;0.509;1.952;0.505;1.952;;;;;;;;;
Optymistyczny;50000;50;Universal;RobinHood;1.117;1.924;0.501;1.924;;;;;;;;;
Optymistyczny;50000;50;Universal;SeparateChain;3.383;0.924;2.007;1.924;;;;;;;;;
Optymistyczny;50000;50;Universal;TwoChoice;0.690;0.225;0.457;1.763;;;;;;;;;
Optymistyczny;50000;75;Modular;Linear;25.236;375.500;19.489;375.500;;;;;;;;;
Optymistyczny;50000;75;Modular;Quadratic;5228.473;39421.304;5781.245;39421.304;;;;;;;;;
Optymistyczny;50000;75;Modular;RobinHood;192.918;375.500;27.226;375.500;;;;;;;;;
Optymistyczny;50000;75;Modular;SeparateChain;110.107;374.500;93.027;375.500;;;;;;;;;
Optymistyczny;50000;75;Modular;TwoChoice;6.198;61.463;1.062;2.299;;;;;;;;;
Optymistyczny;50000;75;Multiplicative;Linear;0.656;1.149;0.628;1.149;;;;;;;;;
Optymistyczny;50000;75;Multiplicative;Quadratic;0.661;1.149;0.636;1.149;;;;;;;;;
Optymistyczny;50000;75;Multiplicative;RobinHood;1.021;1.149;0.665;1.149;;;;;;;;;
Optymistyczny;50000;75;Multiplicative;SeparateChain;4.614;0.149;3.032;1.149;;;;;;;;;
Optymistyczny;50000;75;Multiplicative;TwoChoice;0.806;0.136;0.911;1.263;;;;;;;;;
Optymistyczny;50000;75;XOR+Shift;Linear;2.366;14.161;1.918;14.161;;;;;;;;;
Optymistyczny;50000;75;XOR+Shift;Quadratic;1.008;2.629;1.007;2.629;;;;;;;;;
Optymistyczny;50000;75;XOR+Shift;RobinHood;10.067;14.161;6.067;14.161;;;;;;;;;
Optymistyczny;50000;75;XOR+Shift;SeparateChain;3.162;0.188;2.406;1.188;;;;;;;;;
Optymistyczny;50000;75;XOR+Shift;TwoChoice;2.352;13.161;0.887;1.739;;;;;;;;;
Optymistyczny;50000;75;Universal;Linear;0.783;2.180;0.825;2.180;;;;;;;;;
Optymistyczny;50000;75;Universal;Quadratic;1.113;4.239;1.125;4.239;;;;;;;;;
Optymistyczny;50000;75;Universal;RobinHood;1.839;2.180;0.777;2.180;;;;;;;;;
Optymistyczny;50000;75;Universal;SeparateChain;4.222;1.093;3.197;2.093;;;;;;;;;
Optymistyczny;50000;75;Universal;TwoChoice;1.314;0.615;1.343;1.933;;;;;;;;;
Optymistyczny;50000;90;Modular;Linear;53.906;450.500;49.489;450.500;;;;;;;;;
Optymistyczny;50000;90;Modular;Quadratic;9216.621;41184.420;4526.577;41184.420;;;;;;;;;
Optymistyczny;50000;90;Modular;RobinHood;178.493;450.500;33.265;450.500;;;;;;;;;
Optymistyczny;50000;90;Modular;SeparateChain;118.916;449.500;124.107;450.500;;;;;;;;;
Optymistyczny;50000;90;Modular;TwoChoice;9.512;106.666;1.437;2.355;;;;;;;;;
Optymistyczny;50000;90;Multiplicative;Linear;0.826;1.340;0.795;1.340;;;;;;;;;
Optymistyczny;50000;90;Multiplicative;Quadratic;0.832;1.342;0.800;1.342;;;;;;;;;
Optymistyczny;50000;90;Multiplicative;RobinHood;1.400;1.340;0.831;1.340;;;;;;;;;
Optymistyczny;50000;90;Multiplicative;SeparateChain;4.240;0.177;2.284;1.177;;;;;;;;;
Optymistyczny;50000;90;Multiplicative;TwoChoice;1.089;0.510;1.337;1.374;;;;;;;;;
Optymistyczny;50000;90;XOR+Shift;Linear;2.798;13.986;2.891;13.986;;;;;;;;;
Optymistyczny;50000;90;XOR+Shift;Quadratic;1.328;2.866;1.336;2.866;;;;;;;;;
Optymistyczny;50000;90;XOR+Shift;RobinHood;9.640;13.986;4.417;13.986;;;;;;;;;
Optymistyczny;50000;90;XOR+Shift;SeparateChain;3.897;0.238;1.601;1.238;;;;;;;;;
Optymistyczny;50000;90;XOR+Shift;TwoChoice;1.765;12.986;0.858;1.850;;;;;;;;;
Optymistyczny;50000;90;Universal;Linear;1.211;2.607;0.983;2.607;;;;;;;;;
Optymistyczny;50000;90;Universal;Quadratic;2.191;7.285;1.750;7.285;;;;;;;;;
Optymistyczny;50000;90;Universal;RobinHood;2.446;2.607;0.791;2.607;;;;;;;;;
Optymistyczny;50000;90;Universal;SeparateChain;3.191;1.149;2.813;2.149;;;;;;;;;
Optymistyczny;50000;90;Universal;TwoChoice;1.890;1.915;1.305;2.041;;;;;;;;;
Optymistyczny;50000;99;Modular;Linear;40.054;495.500;34.766;495.500;;;;;;;;;
Optymistyczny;50000;99;Modular;Quadratic;7492.426;41985.836;4944.542;41985.836;;;;;;;;;
Optymistyczny;50000;99;Modular;RobinHood;221.310;495.500;35.824;495.500;;;;;;;;;
Optymistyczny;50000;99;Modular;SeparateChain;141.246;494.500;138.603;495.500;;;;;;;;;
Optymistyczny;50000;99;Modular;TwoChoice;14.639;164.837;0.940;2.412;;;;;;;;;
Optymistyczny;50000;99;Multiplicative;Linear;0.982;2.023;0.625;2.023;;;;;;;;;
Optymistyczny;50000;99;Multiplicative;Quadratic;1.292;2.997;1.008;2.997;;;;;;;;;
Optymistyczny;50000;99;Multiplicative;RobinHood;2.254;2.023;1.106;2.023;;;;;;;;;
Optymistyczny;50000;99;Multiplicative;SeparateChain;3.007;0.192;2.134;1.192;;;;;;;;;
Optymistyczny;50000;99;Multiplicative;TwoChoice;1.344;7.127;0.838;1.467;;;;;;;;;
Optymistyczny;50000;99;XOR+Shift;Linear;2.846;22.192;2.854;22.192;;;;;;;;;
Optymistyczny;50000;99;XOR+Shift;Quadratic;1.869;4.632;1.800;4.632;;;;;;;;;
Optymistyczny;50000;99;XOR+Shift;RobinHood;17.780;22.192;6.036;22.192;;;;;;;;;
Optymistyczny;50000;99;XOR+Shift;SeparateChain;2.356;0.282;1.718;1.282;;;;;;;;;
Optymistyczny;50000;99;XOR+Shift;TwoChoice;3.844;21.192;1.339;1.977;;;;;;;;;
Optymistyczny;50000;99;Universal;Linear;1.263;7.503;1.163;7.503;;;;;;;;;
Optymistyczny;50000;99;Universal;Quadratic;2.871;10.617;2.350;10.617;;;;;;;;;
Optymistyczny;50000;99;Universal;RobinHood;5.702;7.503;2.073;7.503;;;;;;;;;
Optymistyczny;50000;99;Universal;SeparateChain;4.146;1.175;2.428;2.175;;;;;;;;;
Optymistyczny;50000;99;Universal;TwoChoice;2.038;10.327;1.208;2.117;;;;;;;;;
Optymistyczny;60000;25;Modular;Linear;3.900;125.500;3.198;125.500;;;;;;;;;
Optymistyczny;60000;25;Modular;Quadratic;787.295;21903.912;784.498;21903.912;;;;;;;;;
Optymistyczny;60000;25;Modular;RobinHood;18.583;125.500;2.787;125.500;;;;;;;;;
Optymistyczny;60000;25;Modular;SeparateChain;8.379;124.500;7.857;125.500;;;;;;;;;
Optymistyczny;60000;25;Modular;TwoChoice;0.322;4.736;0.201;2.138;;;;;;;;;
Optymistyczny;60000;25;Multiplicative;Linear;0.357;1.000;0.228;1.000;;;;;;;;;
Optymistyczny;60000;25;Multiplicative;Quadratic;0.434;1.000;0.232;1.000;;;;;;;;;
Optymistyczny;60000;25;Multiplicative;RobinHood;0.469;1.000;0.172;1.000;;;;;;;;;
Optymistyczny;60000;25;Multiplicative;SeparateChain;1.789;0.000;0.684;1.000;;;;;;;;;
Optymistyczny;60000;25;Multiplicative;TwoChoice;0.269;0.000;0.300;1.000;;;;;;;;;
Optymistyczny;60000;25;XOR+Shift;Linear;0.225;1.400;0.239;1.400;;;;;;;;;
Optymistyczny;60000;25;XOR+Shift;Quadratic;0.230;1.278;0.233;1.278;;;;;;;;;
Optymistyczny;60000;25;XOR+Shift;RobinHood;0.341;1.400;0.267;1.400;;;;;;;;;
Optymistyczny;60000;25;XOR+Shift;SeparateChain;2.260;0.051;1.268;1.051;;;;;;;;;
Optymistyczny;60000;25;XOR+Shift;TwoChoice;0.287;0.400;0.300;1.349;;;;;;;;;
Optymistyczny;60000;25;Universal;Linear;0.281;1.000;0.263;1.000;;;;;;;;;
Optymistyczny;60000;25;Universal;Quadratic;0.259;1.000;0.523;1.000;;;;;;;;;
Optymistyczny;60000;25;Universal;RobinHood;0.450;1.000;0.249;1.000;;;;;;;;;
Optymistyczny;60000;25;Universal;SeparateChain;2.429;0.000;1.215;1.000;;;;;;;;;
Optymistyczny;60000;25;Universal;TwoChoice;0.179;0.000;0.184;1.000;;;;;;;;;
Optymistyczny;60000;50;Modular;Linear;14.564;250.500;10.700;250.500;;;;;;;;;
Optymistyczny;60000;50;Modular;Quadratic;6236.544;40951.956;3748.483;40951.956;;;;;;;;;
Optymistyczny;60000;50;Modular;RobinHood;78.099;250.500;11.527;250.500;;;;;;;;;
Optymistyczny;60000;50;Modular;SeparateChain;84.728;249.500;80.567;250.500;;;;;;;;;
Optymistyczny;60000;50;Modular;TwoChoice;1.153;12.612;0.421;2.148;;;;;;;;;
Optymistyczny;60000;50;Multiplicative;Linear;0.530;1.060;0.482;1.060;;;;;;;;;
Optymistyczny;60000;50;Multiplicative;Quadratic;0.832;1.060;0.490;1.060;;;;;;;;;
Optymistyczny;60000;50;Multiplicative;RobinHood;0.712;1.060;0.483;1.060;;;;;;;;;
Optymistyczny;60000;50;Multiplicative;SeparateChain;2.053;0.060;1.375;1.060;;;;;;;;;
Optymistyczny;60000;50;Multiplicative;TwoChoice;0.395;0.029;0.375;1.090;;;;;;;;;
Optymistyczny;60000;50;XOR+Shift;Linear;0.473;1.467;0.500;1.467;;;;;;;;;
Optymistyczny;60000;50;XOR+Shift;Quadratic;0.486;1.369;0.507;1.369;;;;;;;;;
Optymistyczny;60000;50;XOR+Shift;RobinHood;0.721;1.467;0.564;1.467;;;;;;;;;
Optymistyczny;60000;50;XOR+Shift;SeparateChain;2.016;0.084;2.525;1.084;;;;;;;;;
Optymistyczny;60000;50;XOR+Shift;TwoChoice;0.595;0.467;0.585;1.307;;;;;;;;;
Optymistyczny;60000;50;Universal;Linear;0.505;1.000;0.464;1.000;;;;;;;;;
Optymistyczny;60000;50;Universal;Quadratic;0.523;1.000;0.666;1.000;;;;;;;;;
Optymistyczny;60000;50;Universal;RobinHood;1.070;1.000;0.711;1.000;;;;;;;;;
Optymistyczny;60000;50;Universal;SeparateChain;3.810;0.000;1.571;1.000;;;;;;;;;
Optymistyczny;60000;50;Universal;TwoChoice;0.557;0.000;0.610;1.000;;;;;;;;;
Optymistyczny;60000;75;Modular;Linear;27.573;375.500;24.950;375.500;;;;;;;;;
Optymistyczny;60000;75;Modular;Quadratic;7940.319;47301.304;8446.825;47301.304;;;;;;;;;
Optymistyczny;60000;75;Modular;RobinHood;227.524;375.500;41.601;375.500;;;;;;;;;
Optymistyczny;60000;75;Modular;SeparateChain;130.909;374.500;128.101;375.500;;;;;;;;;
Optymistyczny;60000;75;Modular;TwoChoice;5.396;36.210;0.862;2.204;;;;;;;;;
Optymistyczny;60000;75;Multiplicative;Linear;1.416;1.119;1.641;1.119;;;;;;;;;
Optymistyczny;60000;75;Multiplicative;Quadratic;0.789;1.162;0.748;1.162;;;;;;;;;
